TOK,SHOT,PHASE,RGEO,AMIN,EPSILON,IP,BT,NEL,PL,KAPPA,DELTA,MEFF,TAUTH,RHO*,BETA,NU*,Q95,TAU_norm,SELDB5
AUG,24585,HGELM,1.622,0.5253,0.3238594327990135,0.998,2.478,9.032,5.03,1.5597458006427338,1.2481,2.0,0.09339,0.004549106892069663,0.008809973187009169,0.4996241771289579,4.649,0.11571021000000001,1
AUG,24609,HGELM,1.613,0.5213,0.3231866088034718,0.9971,2.466,8.651,4.91,1.5718074759801863,1.2493,2.0,0.09175,0.004635888024312062,0.008630405655973124,0.4625458912912611,4.664,0.11312775000000001,1
AUG,24637,HGELM,1.609,0.5258,0.3267868241143568,0.9965,2.471,8.893,5.1,1.5625256764188422,1.2415,2.0,0.07671,0.004201437062248594,0.007413251819816777,0.6736663138985451,4.684,0.094775205,1
AUG,24658,HGELM,1.609,0.5257,0.3267246737103791,0.9961,2.456,8.78,5.16,1.5597022869417363,1.2413,2.0,0.06938,0.004077482853916672,0.006890937795648178,0.7630009951342481,4.648,0.08519863999999999,1
AUG,24679,HGELM,1.613,0.5218,0.32349659020458776,0.997,2.456,8.69,5.03,1.5676431126918489,1.2486,2.0,0.09178,0.004703316447402427,0.008940460696273807,0.44131791121015956,4.628,0.11270584,1
AUG,24703,HGELM,1.613,0.5222,0.32374457532548045,0.9975,2.471,8.538,5.34,1.567545955338922,1.2469999999999999,2.0,0.08349,0.004637997313299876,0.008554890273030994,0.44878689852906223,4.66,0.103151895,1
AUG,24753,HGELM,1.627,0.5217,0.32065150583896745,0.9973,2.503,7.168,5.9,1.581062636546382,1.2515,2.0,0.07884,0.005073803797026138,0.00857887976286456,0.25954147181572673,4.721,0.09866826,1
AUG,24782,HGELM,1.622,0.5254,0.32392108508014794,0.9986,2.471,8.534,4.97,1.5602835808148832,1.2454,2.0,0.09085,0.004598971469588804,0.008510944898718573,0.455364203120115,4.611,0.112245175,1
AUG,24797,HGELM,1.613,0.5216,0.32337259764414134,0.9975,2.471,8.444,4.93,1.5676911117552945,1.2467,2.0,0.09431,0.004760033965049951,0.008891336893161652,0.40169989623323804,4.641,0.11652000500000001,1
AUG,24826,HGELM,1.612,0.5219,0.3237593052109181,0.9977,2.454,8.829,4.97,1.5680145363010582,1.2478,2.0,0.1026,0.00490661352838526,0.009889478418442024,0.37870138879208887,4.623,0.1258902,1
AUG,24900,HGELM,1.611,0.5183,0.3217256362507759,0.9965,2.463,9.804,5.19,1.5908592503396528,1.2371,2.0,0.06863,0.003906568315899594,0.0068656259666699,1.0761832840055756,4.655,0.084517845,1
AUG,24915,HGELM,1.612,0.5224,0.32406947890818855,0.9979,2.47,8.693,4.98,1.5684691914639102,1.2463,2.0,0.09584,0.004741576888710979,0.009110562328707073,0.4179337095673897,4.657,0.1183624,1
AUG,25047,HGELM,1.612,0.5221,0.3238833746898263,0.9973,2.474,8.552,5.03,1.5702722021683826,1.2501,2.0,0.09154,0.004702491509369195,0.0088055135851228,0.4245312006345458,4.68,0.11323498,1
AUG,25066,HGELM,1.613,0.5216,0.32337259764414134,0.9968,2.461,8.727,5.03,1.5723087586234985,1.2482,2.0,0.09184,0.004679897264464587,0.008882523245726272,0.45141814091078486,4.648,0.11300912,1
AUG,25086,HGELM,1.614,0.52,0.322180916976456,0.9972,2.437,9.309,4.98,1.5786976033667521,1.254,2.0,0.09976,0.004766168033553741,0.009767242924011975,0.4680730660988895,4.611,0.12155756,1
AUG,25219,HGELM,1.616,0.5249,0.32481435643564355,0.9836,2.435,8.927,5.07,1.5690617055029554,1.246,2.0,0.08478,0.004370232268717715,0.008024006869697084,0.6218711764056055,4.661,0.10321965,1
AUG,25246,HGELM,1.609,0.5255,0.32660037290242383,0.9968,2.474,8.913,5.19,1.5643102302010163,1.2423,2.0,0.0833,0.004326705423507463,0.007870595191648452,0.599838371602197,4.695,0.10304210000000001,1
AUG,25246,HGELM,1.624,0.5236,0.3224137931034482,0.9976,2.473,8.663,4.89,1.5759220483852001,1.2498,2.0,0.09737,0.004587458126482315,0.008537591851210035,0.4774857809126223,4.648,0.12039800499999999,1
AUG,25281,HGELM,1.618,0.5282,0.3264524103831891,0.998,2.47,9.128,5.17,1.5577021310462777,1.2426,2.0,0.07565,0.004200234034427531,0.007674374301777397,0.6847190437666292,4.641,0.09342775,1
AUG,25292,HGELM,1.612,0.5226,0.32419354838709674,0.9972,2.454,8.824,5.1,1.569570331755224,1.2463,2.0,0.09295,0.004649701477766805,0.008899754461555196,0.46783102897384893,4.636,0.11404965000000002,1
AUG,25293,HGELM,1.612,0.5221,0.3238833746898263,0.9973,2.455,8.736,5.08,1.5714251186163772,1.2466,2.0,0.09292,0.004666603795804216,0.008858199241855541,0.45795863509106993,4.641,0.1140593,1
AUG,25306,HGELM,1.622,0.5275,0.32521578298397036,0.9973,2.455,8.902,5.36,1.5557424835776128,1.2446,2.0,0.08276,0.004413394458317966,0.00824141115682133,0.5622714041188672,4.587,0.10158790000000001,1
AUG,25306,HGELM,1.616,0.5163,0.3194925742574257,0.9975,2.454,8.897,7.79,1.5806070734247724,1.2594,2.0,0.07611,0.005244298946926977,0.011141567454353993,0.3073124126848836,4.608,0.09338697,1
AUG,25307,HGELM,1.625,0.5235,0.3221538461538461,0.9969,2.454,8.635,5.38,1.569866088017058,1.2522,2.0,0.07997,0.004423811467913702,0.007910656136296424,0.5623791610775388,4.602,0.09812319000000001,1
AUG,25309,HGELM,1.625,0.5225,0.3215384615384615,0.997,2.454,8.481,5.38,1.5724550670740391,1.2543,2.0,0.09048,0.0047606259117975195,0.008963370280440093,0.41526239096249723,4.599,0.11101896000000001,1
AUG,25310,HGELM,1.626,0.5225,0.32134071340713405,0.997,2.453,7.946,6.09,1.5703467571612495,1.2551,2.0,0.08049,0.005001941994419803,0.009270902743024152,0.3195029188166994,4.601,0.098720985,1
AUG,25310,HGELM,1.626,0.5226,0.3214022140221402,0.9969,2.453,8.012,5.31,1.5731682509994356,1.2533,2.0,0.08754,0.004818106798900719,0.008676731707645092,0.37466956046095706,4.604,0.10736781000000001,1
AUG,25312,HGELM,1.626,0.5223,0.3212177121771218,0.9974,2.456,8.85,6.05,1.5761180853141337,1.2541,2.0,0.08723,0.004857184170744369,0.009729175490072985,0.4005846869532641,4.606,0.10711844,1
AUG,25324,HGELM,1.616,0.5214,0.3226485148514851,0.9973,2.456,8.58,5.32,1.5740535393299389,1.2530999999999999,2.0,0.08547,0.004671638766289041,0.008695437171883208,0.4518316426355288,4.643,0.10495716000000001,1
AUG,25359,HGELM,1.627,0.5212,0.32034419176398277,0.997,2.417,8.037,5.33,1.58180512508337,1.2522,2.0,0.08417,0.0049632080749221095,0.009186526253180548,0.3544313634438256,4.541,0.10171944499999999,1
AUG,25383,HGELM,1.613,0.5206,0.32275263484190947,0.9976,2.416,7.961,5.3,1.5702429753686837,1.2503,2.0,0.08496,0.004891062634305864,0.00881669815838821,0.3664845473734781,4.544,0.10263167999999999,1
AUG,25402,HGELM,1.614,0.5202,0.3223048327137546,0.9976,2.453,7.948,5.27,1.5705244329552,1.2515,2.0,0.08982,0.004936328822424393,0.008952210589985276,0.3382132025784989,4.617,0.11016422999999999,1
AUG,25412,HGELM,1.629,0.5195,0.31890730509515036,0.9973,2.48,7.165,5.36,1.5775441372914765,1.2567,2.0,0.08047,0.00490763789513477,0.00795528776185275,0.30913867153054414,4.631,0.0997828,1
AUG,25414,HGELM,1.625,0.523,0.32184615384615384,0.9975,2.491,8.546,6.07,1.5728691788430942,1.2511999999999999,2.0,0.08094,0.0046887281944423586,0.008778088472978835,0.42366213009767373,4.671,0.10081077000000001,1
AUG,25415,HGELM,1.623,0.5251,0.3235366605052372,0.9968,2.477,8.695,6.15,1.5678968079697737,1.2487,2.0,0.07666,0.004508059411201573,0.008322550851914563,0.5036948837922496,4.653,0.09494341,1
AUG,25415,HGELM,1.62,0.5281,0.32598765432098764,0.9962,2.477,8.804,5.46,1.559732204854576,1.246,2.0,0.07675,0.004155731159158822,0.007243205896713224,0.6871886973283116,4.673,0.095054875,1
AUG,25428,HGELM,1.626,0.5213,0.32060270602706026,0.9972,2.434,7.991,5.28,1.5810242600140096,1.2515,2.0,0.08842,0.004927292624358334,0.009005687306963604,0.3544299077293497,4.57,0.10760714,1
AUG,25454,HGELM,1.613,0.5211,0.3230626162430254,0.9971,2.48,8.427,5.29,1.5730142379134662,1.2482,2.0,0.08497,0.004648159382035281,0.008445021031630653,0.43924818234800733,4.675,0.1053628,1
AUG,25465,HGELM,1.626,0.5224,0.32127921279212796,0.9971,2.481,7.955,5.14,1.575514728793557,1.2513,2.0,0.08309,0.004612524725452203,0.007889464159778769,0.42919323796764036,4.65,0.10307314499999999,1
AUG,25466,HGELM,1.627,0.5214,0.32046711739397665,0.9972,2.481,7.951,5.19,1.5771557825388143,1.2496,2.0,0.08126,0.004599689006310215,0.0078116777296310625,0.4375190591632789,4.635,0.10080302999999999,1
AUG,25467,HGELM,1.626,0.5219,0.3209717097170972,0.9969,2.481,7.954,5.15,1.5739595169119056,1.2513,2.0,0.08283,0.004623940143437107,0.007912398648615334,0.4260082884148329,4.634,0.10275061499999999,1
AUG,25477,HGELM,1.625,0.5227,0.3216615384615385,0.9973,2.48,7.981,5.34,1.5758162404011244,1.252,2.0,0.08276,0.004696612368083249,0.008215903290889965,0.39988377520889934,4.661,0.1026224,1
AUG,25501,HGELM,1.627,0.5214,0.32046711739397665,0.9974,2.486,7.785,5.28,1.5760104261244798,1.2538,2.0,0.08592,0.004822957741061759,0.008409131743449733,0.3519396596222127,4.653,0.10679856,1
AUG,25567,HGELM,1.629,0.519,0.31860036832412525,0.9967,2.478,8.491,5.41,1.5944398401828517,1.2601,2.0,0.07821,0.00441584432788145,0.007618064384172983,0.5685043646364483,4.634,0.09690219000000001,1
AUG,25568,HGELM,1.632,0.5166,0.3165441176470588,0.9969,2.478,8.145,5.36,1.6005149486078483,1.2621,2.0,0.08036,0.004581793593601775,0.007794612081124033,0.4812684568805779,4.618,0.09956604000000001,1
AUG,25600,HGELM,1.614,0.5204,0.32242874845105324,0.9976,2.487,8.199,5.3,1.5785896838989237,1.2482,2.0,0.09074,0.004728661916915559,0.008480775443415633,0.3990822522956905,4.693,0.11283519,1
AUG,25619,HGELM,1.641,0.5074,0.30920170627666055,0.9978,2.487,7.589,6.16,1.5756368067753042,1.2363,2.0,0.07463,0.0051765901482206805,0.008943275596705338,0.28749167600455616,4.297,0.092802405,1
AUG,25619,HGELM,1.636,0.5123,0.31314180929095353,0.9978,2.486,7.622,5.36,1.5539034210378375,1.2357,2.0,0.08052,0.004924132514685465,0.008285156046205925,0.33516696377982647,4.305,0.10008636,1
AUG,25620,HGELM,1.641,0.5076,0.30932358318098724,0.9972,2.484,7.607,6.15,1.5755935848414895,1.2352,2.0,0.07282,0.005106029109719768,0.008728644151561214,0.30529450613670994,4.286,0.09044244,1
AUG,25620,HGELM,1.637,0.5115,0.3124618204031765,0.9973,2.482,7.63,5.41,1.5542671518997846,1.2353,2.0,0.07687,0.004856014666233694,0.008040801966311935,0.359010141951395,4.286,0.09539567,1
AUG,25625,HGELM,1.613,0.5211,0.3230626162430254,0.9976,2.479,8.162,5.31,1.5764841222618047,1.2483,2.0,0.08658,0.004671284559585405,0.008261044417524366,0.4182895399535006,4.686,0.10731591000000001,1
AUG,25625,HGELM,1.625,0.5226,0.3216,0.9974,2.479,8.059,5.34,1.5775608716259784,1.2511,2.0,0.08567,0.00464674394812385,0.008117850017748337,0.42262465863408405,4.656,0.106187965,1
AUG,25646,HGELM,1.613,0.5209,0.3229386236825791,0.9978,2.491,7.962,5.28,1.5719073571987467,1.2496,2.0,0.08773,0.004734392371506544,0.008271474912463807,0.3804810924856927,4.697,0.109267715,1
AUG,25646,HGELM,1.625,0.5225,0.3215384615384615,0.9975,2.49,7.911,5.31,1.5770228377844941,1.2516,2.0,0.08847,0.004731160298759516,0.008257771709964749,0.3810308334840802,4.678,0.11014515,1
AUG,25667,HGELM,1.616,0.5181,0.32060643564356434,0.998,2.481,7.917,5.36,1.5813222520554098,1.2499,2.0,0.08358,0.0047229626377073035,0.008097303584040223,0.3973936738031644,4.648,0.10368099,1
AUG,25667,HGELM,1.629,0.519,0.31860036832412525,0.9979,2.48,8.031,5.27,1.588667067408837,1.2517,2.0,0.08549,0.004654715579801376,0.008005974685455637,0.4323924134593108,4.623,0.1060076,1
AUG,25712,HGELM,1.614,0.5196,0.3219330855018587,0.9979,2.477,7.915,5.3,1.576478794285075,1.2508,2.0,0.09292,0.004937205978668752,0.008897648993536133,0.32934923327730603,4.666,0.11508142,1
AUG,25712,HGELM,1.627,0.5204,0.31985248924400733,0.9979,2.477,7.795,5.31,1.5820731650021616,1.2534,2.0,0.0922,0.004919998725538412,0.008728593100115938,0.33228660639372987,4.636,0.1141897,1
AUG,25718,HGELM,1.641,0.5144,0.3134673979280926,0.9971,1.687,10.39,5.37,1.6147148828147448,1.2602,2.0,0.1135,0.007109615429501722,0.02373740608028198,0.3464550046511701,3.157,0.09573725000000001,1
AUG,25719,HGELM,1.637,0.512,0.3127672571777642,0.9971,1.687,10.6,5.38,1.6138017131159434,1.2623,2.0,0.1187,0.007280951671118255,0.02516202888432967,0.3252684724392576,3.156,0.10012345,1
AUG,25757,HGELM,1.614,0.5202,0.3223048327137546,0.9977,2.477,7.783,5.37,1.5705244329552,1.2524,2.0,0.08782,0.004870263481843704,0.008533284264874005,0.3394355452846191,4.669,0.10876506999999999,1
AUG,25757,HGELM,1.627,0.5216,0.3205900430239705,0.9976,2.477,7.737,5.28,1.5782354956072275,1.2536,2.0,0.09062,0.004859686407505484,0.008491566710402087,0.3429818084503212,4.656,0.11223287,1
AUG,25780,HGELM,1.614,0.5194,0.3218091697645601,0.9981,2.473,7.894,5.44,1.5800200858652675,1.2535,2.0,0.09255,0.005009660337247211,0.00912937711787958,0.31244459963741794,4.677,0.11443807499999999,1
AUG,25804,HGELM,1.624,0.5224,0.3216748768472906,0.9986,2.48,7.946,5.29,1.5694534344444553,1.2527,2.0,0.09383,0.004880231392076097,0.008821842468368835,0.34005645042584376,4.642,0.1163492,1
AUG,25820,HGELM,1.614,0.5196,0.3219330855018587,0.9978,2.479,8.021,5.38,1.5799665792281834,1.2513,2.0,0.09261,0.00488733622831927,0.008835574827228028,0.3475538451363953,4.682,0.114790095,1
AUG,25841,HGELM,1.616,0.5185,0.3208539603960396,0.9977,2.473,8.146,5.67,1.5812155279967732,1.2554,2.0,0.09607,0.005163071171332881,0.009971987450191929,0.2883808480984317,4.68,0.11879055499999999,1
AUG,25841,HGELM,1.628,0.5203,0.3195945945945946,0.9975,2.472,8.25,5.31,1.5874566890968593,1.2551,2.0,0.1006,0.004998377081003832,0.009531103946628872,0.333940435095032,4.66,0.1243416,1
AUG,26120,HGELM,1.615,0.5283,0.32712074303405575,0.9973,2.505,7.556,6.0,1.5678724123734606,1.2631000000000001,2.0,0.07935,0.004911686495939358,0.008690365068587955,0.29167693651075355,4.897,0.099385875,1
AUG,26123,HGELM,1.627,0.5166,0.3175169022741241,0.9972,2.502,7.641,6.02,1.610100514329703,1.2568,2.0,0.08145,0.005105008107801313,0.009077692105131067,0.28491053954825757,4.757,0.10189394999999998,1
AUG,26129,HGELM,1.62,0.5237,0.3232716049382716,0.9979,2.504,7.952,5.23,1.5928926294151096,1.2407,2.0,0.09398,0.004762976210792899,0.008451268830859065,0.3655418250724193,4.779,0.11766296,1
AUG,26129,HGELM,1.622,0.5226,0.32219482120838466,0.9975,2.502,8.184,4.96,1.6090691031350075,1.2389999999999999,2.0,0.09145,0.004535664700332108,0.00785434344659122,0.4677129762372863,4.805,0.11440394999999999,1
AUG,26129,HGELM,1.625,0.5189,0.31932307692307693,0.9967,2.5,7.779,5.17,1.6163483734747792,1.2454,2.0,0.09305,0.00477051468014696,0.008142263610315184,0.3763525354154477,4.783,0.11631249999999999,1
AUG,26186,HGELM,1.623,0.5196,0.32014787430683916,0.9976,2.498,7.752,5.22,1.6058896536389777,1.2426,2.0,0.09568,0.004919243141232356,0.008651117268433036,0.3278934053423978,4.742,0.11950432000000001,1
AUG,26186,HGELM,1.626,0.5174,0.31820418204182044,0.997,2.496,7.814,6.83,1.6154232718278525,1.2495,2.0,0.07744,0.00512443543082879,0.009383003511978927,0.2882235084406053,4.76,0.09664511999999999,1
AUG,26186,HGELM,1.626,0.5168,0.31783517835178354,0.9676,2.496,7.348,6.31,1.6133436639581782,1.2518,2.0,0.07937,0.005103099179413518,0.008729829229539014,0.2847585518130439,4.878,0.09905375999999999,1
AUG,26205,HGELM,1.619,0.5233,0.3232242124768375,0.998,2.494,8.029,5.17,1.5940287435111262,1.2411,2.0,0.09709,0.0048459145626060015,0.008819378993740497,0.3494392960584905,4.764,0.12107123,1
AUG,26205,HGELM,1.622,0.5211,0.3212700369913687,0.9973,2.494,8.284,5.27,1.6125948792284839,1.2396,2.0,0.09133,0.004668186230671588,0.00837340612523902,0.4313247309543399,4.786,0.11388851,1
AUG,26205,HGELM,1.624,0.5195,0.3198891625615763,0.9972,2.492,7.963,5.29,1.6159216575633422,1.2428,2.0,0.08841,0.004738058594839315,0.008240854507389843,0.39745948420249816,4.778,0.11015886,1
AUG,26207,HGELM,1.612,0.5159,0.3200372208436725,0.9975,2.493,8.783,5.22,1.6271342370536095,1.2363,2.0,0.09313,0.004641013634959712,0.008600490091707528,0.48517419260944633,4.805,0.116086545,1
AUG,26208,HGELM,1.612,0.5166,0.32047146401985105,0.9975,2.493,8.301,5.21,1.6250828392149048,1.2373,2.0,0.09471,0.004820002416512924,0.008791385054066167,0.39177673126806156,4.822,0.118056015,1
AUG,26209,HGELM,1.608,0.5153,0.3204601990049751,0.9974,2.492,8.336,5.27,1.62905019749676,1.2365,2.0,0.09377,0.004838912172117126,0.008853134102331659,0.3907514866203874,4.828,0.11683742000000001,1
AUG,26212,HGELM,1.652,0.5021,0.30393462469733656,0.9978,2.493,7.294,5.89,1.5253774074407516,1.2526,2.0,0.07299,0.00527652787988858,0.008745129575823624,0.25780029433118434,3.979,0.09098203499999999,1
AUG,26229,HGELM,1.619,0.5236,0.3234095120444719,0.9976,2.483,8.123,5.07,1.5933440125862248,1.2397,2.0,0.09961,0.004830922825855248,0.008877680293808773,0.3619802561720963,4.743,0.12366581500000001,1
AUG,26229,HGELM,1.623,0.5207,0.32082563154651883,0.9973,2.483,8.36,5.23,1.6129270263712208,1.2399,2.0,0.09449,0.00471761700826423,0.008616886380059172,0.42451191952422446,4.761,0.11730933500000001,1
AUG,26229,HGELM,1.624,0.5195,0.3198891625615763,0.9971,2.482,7.973,5.19,1.6182334195913297,1.2429999999999999,2.0,0.09156,0.004781293892706593,0.008402476747435142,0.3890102680943283,4.762,0.11362596000000001,1
AUG,26261,HGELM,1.617,0.5259,0.3252319109461967,0.9978,2.49,8.313,5.18,1.5723287788635434,1.2428,2.0,0.09806,0.004811846460867624,0.009093084295485858,0.36191853462309476,4.738,0.1220847,1
AUG,26261,HGELM,1.62,0.5233,0.32302469135802464,0.9968,2.49,8.696,5.3,1.6010385482162077,1.2398,2.0,0.09322,0.004619443690358996,0.008680084006590693,0.46354918664987205,4.792,0.1160589,1
AUG,26261,HGELM,1.622,0.5214,0.32145499383477183,0.9967,2.489,8.019,5.25,1.6084419485644068,1.242,2.0,0.08999,0.004732441086731568,0.0083398122221234,0.39611164204696475,4.792,0.111992555,1
AUG,26272,HGELM,1.621,0.5075,0.31307834669956813,0.9982,2.49,7.454,5.99,1.5944485729562037,1.246,2.0,0.088,0.005613017063917065,0.010331842551172086,0.20199542877585977,4.524,0.10956,1
AUG,26273,HGELM,1.624,0.5048,0.3108374384236453,0.998,2.49,7.257,6.35,1.6073493082741748,1.2467,2.0,0.0822,0.00570588751229666,0.010284088359481903,0.18971498932696423,4.544,0.102339,1
AUG,26308,HGELM,1.619,0.5238,0.3235330450895615,0.9979,2.482,7.682,5.29,1.5773010852272258,1.2429999999999999,2.0,0.09429,0.00500527063633227,0.009019531785936875,0.2939487850787811,4.696,0.11701389000000001,1
AUG,26308,HGELM,1.621,0.5223,0.32220851326341765,0.9971,2.482,7.948,5.37,1.6027467574150742,1.2389000000000001,2.0,0.08809,0.004774201221259101,0.008441564085849517,0.3781156088344097,4.751,0.10931969000000001,1
AUG,26308,HGELM,1.623,0.5212,0.32113370301910044,0.9971,2.482,8.002,5.39,1.6063866877574535,1.2391,2.0,0.08709,0.004717850549696214,0.008264551541803306,0.4038169718935829,4.743,0.10807869,1
AUG,26328,HGELM,1.618,0.5244,0.3241038318912237,0.9981,2.487,7.95,5.23,1.5758049695298402,1.2433,2.0,0.09794,0.0048991530457186475,0.008963096675662724,0.3274363390528047,4.716,0.12178839000000001,1
AUG,26328,HGELM,1.62,0.5232,0.32296296296296295,0.9971,2.487,8.401,5.27,1.602793028652228,1.2375,2.0,0.09192,0.004635208589706005,0.008439730782163882,0.444012308441147,4.777,0.11430252,1
AUG,26347,HGELM,1.612,0.5303,0.328970223325062,0.9982,2.468,8.025,5.24,1.556729242988419,1.2452,2.0,0.09244,0.004762754906328455,0.008744366144937425,0.3576748110939439,4.726,0.11407095999999999,1
AUG,26347,HGELM,1.615,0.5283,0.32712074303405575,0.9975,2.467,8.077,5.26,1.5847312555172612,1.2406,2.0,0.08629,0.004575548399984223,0.008061598861933889,0.4380096975727354,4.786,0.10643871500000002,1
AUG,26347,HGELM,1.619,0.5247,0.3240889437924645,0.9976,2.466,8.179,5.8,1.593489827695576,1.246,2.0,0.08576,0.004805251966568276,0.008881334749018817,0.3773332434577167,4.761,0.10574208000000002,1
AUG,26383,HGELM,1.634,0.4889,0.2992044063647491,0.7986,2.334,4.562,7.31,1.6784654597347675,1.2762,2.0,0.05411,0.006883008156773965,0.008824203124283591,0.10074534162155184,5.323,0.06314637,1
AUG,26404,HGELM,1.623,0.5098,0.31410967344423907,0.7993,2.478,5.75,5.94,1.6201828342249707,1.2551,2.0,0.06115,0.005208960233137056,0.006926170263163903,0.26673910501237375,5.84,0.07576485000000001,1
AUG,26408,HGELM,1.638,0.4852,0.2962148962148963,0.7981,2.377,5.51,6.74,1.6894904674828997,1.2663,2.0,0.05472,0.00604676145147343,0.008101443870555685,0.2007768116779377,5.352,0.06503471999999999,1
AUG,26409,HGELM,1.641,0.4823,0.2939061547836685,0.7986,2.379,4.98,6.68,1.7001071106743118,1.2641,2.0,0.05127,0.006149668950897257,0.00748326136935982,0.17423397066193166,5.312,0.060985665,1
AUG,26410,HGELM,1.629,0.4936,0.30300798035604665,0.7975,2.379,6.245,6.88,1.663195450286618,1.2559,2.0,0.05043,0.005354013469434596,0.007450153764563094,0.33978703802987165,5.384,0.059986485000000006,1
AUG,26420,HGELM,1.622,0.5202,0.32071516646115905,0.9991,2.49,7.799,5.15,1.5616241261087187,1.2315,2.0,0.09143,0.004898022088158125,0.008648577217593217,0.32741597441266895,4.522,0.11383035000000001,1
AUG,26420,HGELM,1.615,0.5282,0.3270588235294118,0.9972,2.488,8.259,5.33,1.5887044074689092,1.2393,2.0,0.08712,0.004539974995802493,0.008112500833657887,0.4520454060967754,4.838,0.10837728,1
AUG,26421,HGELM,1.624,0.5186,0.3193349753694581,0.998,2.484,8.053,5.35,1.5658601712638398,1.2291,2.0,0.08222,0.004705179211641492,0.008190277860612445,0.40651844993713554,4.496,0.10211724,1
AUG,26421,HGELM,1.619,0.5252,0.3243977764051884,0.9973,2.483,8.425,5.24,1.5904572090512996,1.2429999999999999,2.0,0.09558,0.004724660886718423,0.008861029896921875,0.4053978561765581,4.79,0.11866257000000001,1
AUG,26421,HGELM,1.62,0.5236,0.3232098765432098,0.996,2.482,8.027,5.6,1.599204423060902,1.2402,2.0,0.08637,0.004580152902046222,0.007885623985417693,0.4460060939578682,4.781,0.10718517000000001,1
AUG,26445,HGELM,1.623,0.5189,0.3197165742452249,0.9984,2.463,8.276,5.31,1.566173050727275,1.2304,2.0,0.08396,0.0047114217072361944,0.008449195385291652,0.42494602712970264,4.475,0.10339674000000001,1
AUG,26445,HGELM,1.618,0.525,0.32447466007416564,0.9974,2.462,8.55,5.26,1.5937889295336747,1.244,2.0,0.09375,0.004693204101774423,0.008866397082759008,0.43450041245607657,4.764,0.11540625000000002,1
AUG,26445,HGELM,1.621,0.5228,0.3225169648365207,0.9966,2.461,8.206,5.47,1.6019694199615446,1.2433,2.0,0.08602,0.004695155334139234,0.008445515690584635,0.4267018057069024,4.747,0.10584761,1
AUG,26460,HGELM,1.62,0.5119,0.31598765432098763,0.7997,2.473,5.965,6.09,1.613472905753175,1.2534,2.0,0.06181,0.005180653404816814,0.007165943111541654,0.27838987109909696,5.856,0.07642806499999999,1
AUG,26460,HGELM,1.621,0.5117,0.3156693399136336,0.7993,2.474,7.313,6.0,1.6280614030743366,1.2478,2.0,0.07217,0.0049347714884558575,0.007964968704569777,0.41899048918456605,5.877,0.08927429,1
AUG,26497,HGELM,1.621,0.5209,0.3213448488587292,0.9981,2.465,8.475,5.28,1.5629978365862005,1.2265,2.0,0.08558,0.004656246431960913,0.008516161896442123,0.44736091064530603,4.477,0.10547735,1
AUG,26497,HGELM,1.617,0.5267,0.32572665429808284,0.9973,2.465,8.634,5.33,1.591272639118226,1.2391,2.0,0.08977,0.004571575520233983,0.008550549995992042,0.4789654709352749,4.767,0.11064152499999999,1
AUG,26519,HGELM,1.623,0.5194,0.32002464571780653,0.998,2.482,8.179,5.17,1.5654732287921105,1.2266,2.0,0.07686,0.0043936658158904175,0.007275816106016849,0.5407757412273285,4.499,0.09538326000000001,1
AUG,26519,HGELM,1.618,0.5253,0.3246600741656366,0.9969,2.482,8.668,5.24,1.591969016545291,1.2397,2.0,0.08388,0.004326346384046661,0.007647154287247178,0.5938101853165482,4.784,0.10409508,1
AUG,26519,HGELM,1.62,0.5233,0.32302469135802464,0.9973,2.481,8.255,5.53,1.595328710312441,1.2423,2.0,0.07418,0.00432647303992207,0.007227866514165089,0.5757904059615181,4.761,0.09202028999999999,1
AUG,26537,HGELM,1.622,0.5204,0.32083847102342783,0.9977,2.456,8.331,5.15,1.5638839510087266,1.2264,2.0,0.08712,0.004655096387741918,0.008351272187892719,0.44739588763653165,4.464,0.10698336,1
AUG,26537,HGELM,1.616,0.5272,0.3262376237623762,0.9971,2.454,8.469,5.05,1.5903664742346737,1.2373,2.0,0.08969,0.004466937869864524,0.008022806775831847,0.5199598012293308,4.754,0.11004963000000001,1
AUG,26537,HGELM,1.62,0.5233,0.32302469135802464,0.9962,2.452,8.263,5.87,1.598754613054701,1.2423,2.0,0.0799,0.004685600532738366,0.00848581023736214,0.43540145040415645,4.721,0.0979574,1
AUG,26558,HGELM,1.622,0.5205,0.32090012330456225,0.9979,2.486,8.266,5.22,1.5621302290724746,1.2287,2.0,0.08658,0.00464322255153394,0.008247065454689353,0.4315610910702712,4.528,0.10761894000000001,1
AUG,26558,HGELM,1.616,0.527,0.3261138613861386,0.9969,2.484,8.572,5.23,1.5893162610588383,1.2425,2.0,0.09243,0.004531627226406492,0.00835093917147183,0.4795000147696275,4.826,0.11479806,1
AUG,26558,HGELM,1.618,0.5254,0.3247218788627935,0.9963,2.483,8.435,5.83,1.5947658436152599,1.2448,2.0,0.08128,0.004562841972462448,0.008280558929352094,0.4672689064473942,4.821,0.10090912,1
AUG,26592,HSELM,1.614,0.5048,0.3127633209417596,0.797,2.534,7.814,7.41,1.63947988101267,1.2359,2.0,0.04663,0.004091782600412906,0.005694567884707289,0.927434096779134,5.85,0.059080209999999994,1
AUG,26605,HGELM,1.628,0.5144,0.31597051597051595,0.9981,2.479,7.556,5.19,1.573511973524759,1.2347,2.0,0.09505,0.005172530070772323,0.00913741794607096,0.27262698725040196,4.472,0.117814475,1
