TOK,SHOT,PHASE,RGEO,AMIN,EPSILON,IP,BT,NEL,PL,KAPPA,DELTA,MEFF,TAUTH,RHO*,BETA,NU*,Q95,TAU_norm,SELDB5
JET,60688,HGELM,2.94250679016113,0.91400671005249,0.31062178449635436,3.01216506958008,2.69038598683754,10.5689697265625,19.0289170742035,1.5767301663992441,1.410254955291748,2.0067800874634,0.404643058576824,0.0039308595446566124,0.023225242624097243,0.09716383704170478,2.93744277954102,0.5424839628751917,1
JET,60689,HGELM,2.94178581237793,0.915595531463623,0.31123799958893705,2.97831344604492,2.689279725716,10.0164794921875,18.263326048851,1.5687227017688472,1.398957014083862,2.00597705439212,0.367649943673679,0.0037667587597417424,0.02029016862112705,0.1092324658524543,2.92737579345703,0.49288377328018274,1
JET,60709,HGELM,2.92056655883789,0.922420501708984,0.31583615135140775,2.51120185852051,2.70826377432867,7.761615753173829,15.1326780617237,1.5602683649074967,1.410591959953308,2.00177698999704,0.355552267972501,0.003757578105069067,0.015913435254308658,0.09475015860417828,3.60207366943359,0.4810372644116307,1
JET,60712,HGELM,2.92053031921387,0.924469947814941,0.31654180808634236,2.50968360900879,2.70907449652201,9.46758270263672,17.2478607296944,1.5637065856913137,1.430482268333435,2.01275157728065,0.363462626650128,0.003666495901411729,0.018462499804898592,0.1281416229288772,3.69482040405273,0.4892046010104642,1
JET,60715,HGELM,2.92545890808105,0.92203950881958,0.3151777337472125,2.50897026062012,2.7057301326198,7.6552734375,18.4942516610026,1.561750129653636,1.415764093399048,2.00641093254591,0.297518629112257,0.0038326011010178665,0.016277237191020456,0.08749648172116238,3.61420440673828,0.4012164740267375,1
JET,60719,HGELM,2.92270469665527,0.925965309143066,0.31681794955293857,2.49754524230957,2.70717108942603,8.484390258789059,16.2619966268539,1.5524342084248681,1.411545038223267,2.00619404739173,0.327902262041533,0.0035670274305774586,0.015761719644582565,0.12674291367821933,3.62351989746094,0.44247341133841295,1
JET,60836,HSELM,2.97145080566406,0.867578029632568,0.2919711906314672,1.88917255401611,2.88406466156919,2.8441181182861297,7.87772211432457,1.3393963913452467,1.265365719795227,2.0,0.254048331045043,0.004220037596151255,0.006512098078688718,0.02618014865405921,3.14955520629883,0.36634590694881974,1
JET,60837,HSELM,2.97056007385254,0.867691516876221,0.2920969431030243,1.88652610778809,2.88503969041285,2.6071224212646493,6.70126897096634,1.34271177014472,1.26354056596756,2.0,0.275550367211595,0.004223985143083282,0.005982193605717046,0.02395574101721074,3.16055870056152,0.39748687305664354,1
JET,60838,HGELM,2.97760963439941,0.865383148193359,0.29063015453599195,1.89309406280518,2.87684601809592,3.0614051818847696,9.26792299747467,1.3453110480298822,1.273378133773804,2.0,0.284179000126035,0.004680451983769678,0.008579003435447877,0.01903429332137944,3.16562652587891,0.4087696124695318,1
JET,60840,HGELM,2.96695327758789,0.863698959350586,0.2911063567717408,1.89084148406982,2.88909303404996,3.7060070037841797,8.65485763549805,1.3461224529090605,1.262895405292511,2.14895465177884,0.300716031825466,0.00441011724436864,0.008547864256253,0.03343005393692418,3.16878890991211,0.40428800675478954,1
JET,60841,HGELM,2.96940803527832,0.863667488098145,0.29085510574406265,1.8956661224365199,2.88457330785413,3.2469139099121094,8.89385032653809,1.3477084198990466,1.266288042068481,2.0,0.306316075454489,0.004646725959626981,0.008932676589584874,0.020680357205112763,3.17524909973145,0.4417955875113253,1
JET,60842,HSELM,2.96844100952148,0.864481925964355,0.29122422281307575,1.88201236724854,2.88758991414351,3.9706363677978493,8.90344858169556,1.3390177200610076,1.263213157653809,2.05830797935552,0.260452775142856,0.003946086293178711,0.007669169185287153,0.051186223236173126,3.14279365539551,0.3653878885747135,1
JET,60843,HSELM,2.96700286865234,0.862734794616699,0.29077652864170195,1.1462659835815399,2.76944892013443,1.71469974517822,4.75168228149414,1.338903883324199,1.265425384044647,2.19646326805804,0.179357654133908,0.00377123276216459,0.0028231828714239257,0.056510250617954255,4.97212219238281,0.22614621823298828,1
JET,60848,HGELM,2.97588539123535,0.858067989349365,0.2883404017764151,1.15584468841553,2.8702260513094,2.28364753723145,7.00477363169193,1.3223771483180726,1.279183387756348,2.12521684609215,0.203078800493602,0.004124581174789879,0.004598143336906526,0.044356410538457444,5.05428695678711,0.2742694538287726,1
JET,60849,HGELM,2.9805965423584,0.858075618743896,0.28788720866761214,1.15348339080811,2.88147535245292,2.49890899658203,7.96998074650764,1.3281303919769978,1.2834493517875671,2.08443323371553,0.187425658540268,0.0039892020357542805,0.004798872466452921,0.05320060829242234,5.11474227905273,0.2590931706353439,1
JET,60850,HGELM,2.97689247131348,0.858657836914063,0.28844099852058197,1.14998435974121,2.9013575405142,3.07224273681641,8.327724933624271,1.327149744223122,1.27837336063385,2.089100676494,0.168141956627825,0.003484655217277752,0.004497898274431121,0.11032344913264082,5.12022018432617,0.23351671809214156,1
JET,60851,HGELM,2.97129440307617,0.86015510559082,0.2894883471325846,1.1480627059936501,2.90343786870576,3.0483837127685502,8.26666307449341,1.3253704609815644,1.271559834480286,2.05360342214774,0.171934325257759,0.003483958703564186,0.0045541377388446,0.1047319124922041,5.11458587646484,0.24308521572371888,1
JET,60852,HGELM,2.97369575500488,0.861927032470703,0.28985044318001807,1.14578914642334,2.89334521218699,3.3085422515869096,8.255154967308039,1.320401148173825,1.27295047044754,2.03465891155884,0.161970223325896,0.003237398107231155,0.004325455603320577,0.15006115905651038,5.08169174194336,0.23032645300621746,1
JET,60854,HGELM,2.97494125366211,0.866158485412598,0.2911514586536354,2.2393913269043,3.37981881433021,4.109592437744141,15.6939257383347,1.3433143125390967,1.269801199436188,2.13028445071362,0.240449053185187,0.004289661102914608,0.00909819873286555,0.021291711278305214,3.1452522277832,0.3814862534301202,1
JET,60859,HGELM,2.91640663146973,0.931030750274658,0.3192390046807234,1.8251781463623,1.78599832443558,3.68708610534668,9.79582595825195,1.608332489973315,1.232206702232361,2.0,0.264052127776358,0.005458277061187058,0.016264699960741914,0.04820374374916883,3.253662109375,0.23579832888611252,1
JET,60861,HGELM,2.922119140625,0.926850318908691,0.3171843016333861,1.93831443786621,1.89994122838165,3.83038520812988,11.8068692684174,1.6162076191499868,1.234789967536926,2.18929407655364,0.271949318722989,0.005906543571297407,0.017913396934497183,0.035044271348941045,3.26226425170898,0.23600654119773257,1
JET,60862,HGELM,2.92315483093262,0.92938232421875,0.3179381106960505,1.94002914428711,1.89738110043554,4.1355705261230495,12.3093037605286,1.616368998219153,1.237175166606903,2.13328557817001,0.270989410899648,0.0057016487382099065,0.01859643668036231,0.04113692101445587,3.27916526794434,0.24102267034506555,1
JET,60865,HGELM,2.93237113952637,0.920521259307861,0.3139170369329653,3.00202178955078,2.69763668306441,9.74946594238281,21.0352764129639,1.5621610190206086,1.396222472190857,2.01360804732028,0.303211669519276,0.003691516004868548,0.019100142784493436,0.1110241938089953,2.9201602935791,0.4062135744426232,1
JET,60870,HGELM,2.89492225646973,0.964844226837158,0.3332884759446895,3.4366569519043,2.73270313808455,8.58830261230469,18.5406107902527,1.5796586224208269,1.222303330898285,2.05150027668439,0.416782120415258,0.003929230037918613,0.02055505499612214,0.05591905986221972,2.74138641357422,0.5551750693385488,1
JET,61095,HGELM,2.92521095275879,0.940444469451904,0.32149629022992793,1.99582576751709,1.66381146191479,4.53370666503906,7.771998170763251,1.592328816884074,1.229827880859375,2.0008083513169,0.388269269768216,0.005646098150608789,0.0218255227810084,0.05626943839119955,2.74779319763184,0.32287293329441175,1
JET,61096,HGELM,2.92447662353516,0.943173408508301,0.3225101547805077,1.99846363067627,1.66400723161248,4.573455810546879,7.62749433517456,1.5881713688838117,1.232756316661835,1.99950432345006,0.438485387601782,0.005889440367609299,0.02411053578588028,0.04718073574628284,2.76738929748535,0.3649118670905391,1
JET,61097,HGELM,2.92182540893555,0.943665504455566,0.32297121572344484,1.99824333190918,1.66618375614768,4.97798538208008,8.05849859124913,1.588515922560402,1.231858372688293,2.0706738019253,0.416332475712433,0.005750863656460382,0.024187879624766147,0.06016884529370792,2.77543449401855,0.33500515993577495,1
JET,61098,HGELM,2.91033744812012,0.954947471618652,0.32812259356229745,2.75605583190918,2.35245561341019,6.09883499145508,15.5955724716187,1.5650543583842866,1.221784353256226,1.99606737468738,0.38803286021416,0.004816883627783066,0.022085972661693012,0.03368456426163445,2.84786224365234,0.4573142629223013,1
JET,61099,HGELM,2.91873168945313,0.950032234191895,0.32549488451605446,2.75657844543457,2.34413478529083,5.727291107177729,14.4475476741791,1.580260663069527,1.223637282848358,2.00145597286084,0.40075308504268,0.004900681982788436,0.02119075884502035,0.03097186096007655,2.82985877990723,0.4693679299966683,1
JET,61103,HGELM,2.90851402282715,0.958226680755615,0.3294557541187971,2.75341796875,2.35655287333784,5.79927444458008,14.381230756469499,1.566648511934069,1.220726549625397,2.01227465264198,0.385458854028862,0.004700180053300509,0.019971260745162724,0.035331350407435964,2.86730575561523,0.45140665506203054,1
JET,61110,HSELM,2.90236282348633,0.95470142364502,0.3289393786054043,2.79611968994141,2.82497991028302,3.35537147521973,9.57973535420982,1.5452083543099182,1.243867695331573,2.02689243711286,0.42147994927122,0.004497926340028584,0.0104285347486479,0.014078722751860735,3.27871894836426,0.5874373831964744,1
JET,61112,HSELM,2.89839744567871,0.957950115203857,0.33051026753839013,2.79019355773926,2.82772480825483,4.5911979675292995,10.0445080399513,1.541715203766279,1.241669356822968,1.97584706188838,0.372727947890855,0.003637947485728044,0.009641062574710887,0.04205682534116394,3.29975700378418,0.5334279587275189,1
JET,61114,HSELM,2.90045356750488,0.957432270050049,0.3300974305455549,2.7878265380859397,2.82443360275352,4.60149002075195,10.1184693379122,1.544338438524543,1.242585718631744,1.97864685917811,0.365210325722056,0.0036033254836062923,0.009455987109214352,0.04431581298143736,3.30462074279785,0.521322090021866,1
JET,61116,HGELM,2.92775726318359,0.917730808258057,0.3134586394160741,2.50676727294922,2.26852316760783,9.252853393554688,14.4722318649292,1.568179462185863,1.409235954284668,1.95766884365149,0.384424566543885,0.004165567350197797,0.02359766134157715,0.12521113136499096,2.99515342712402,0.4454665753252651,1
JET,61118,HGELM,2.93277359008789,0.917525768280029,0.31285257456663484,2.50830268859863,2.26774041406903,10.161865234375,13.1036259829998,1.567163787284801,1.413191795349121,1.96587238327301,0.444316670747863,0.004077772224438357,0.024720323197559346,0.15147286807867266,3.00020027160645,0.5125433774200399,1
JET,61119,HGELM,2.93395805358887,0.917284965515137,0.31264419898338275,2.50915336608887,2.26975558414525,8.759078979492191,15.1388822197914,1.5670806483342874,1.404087901115417,2.00711207842547,0.342390873846069,0.004178249089257391,0.02189967104629588,0.12328251142011062,2.97130584716797,0.3871949186226496,1
JET,61121,HGELM,2.93404197692871,0.917205333709717,0.3126081156718239,2.50254058837891,2.26476849838424,8.959991455078118,13.5444399118423,1.5655942281689466,1.408724784851074,1.96580978097626,0.419859283568802,0.004297882341181723,0.024197018665573215,0.10899333767709173,2.98190307617188,0.4837111344051665,1
JET,61128,HSELM,2.88990592956543,0.968401432037354,0.3350979082502445,2.33575630187988,1.97844235164602,2.44161987304687,2.6789130568504302,1.535718001214137,1.2040696144104,1.9753275082858,0.671791000005471,0.0047916833260903055,0.009092421722334878,0.024733382116555527,2.75749015808105,0.6728503300289963,1
JET,61130,HSELM,2.88868713378906,0.970662117004395,0.33602189231590057,2.33755302429199,1.97955755811804,2.2811107635498002,2.69870835542679,1.5366683460311847,1.205152213573456,1.99281744760397,0.649980751395694,0.004886111001131677,0.00879620300261807,0.021522325084702223,2.77253150939941,0.6456558831335002,1
JET,61132,HSELM,2.8902702331543,0.968738079071045,0.33517214686663105,2.33808517456055,1.97931518727884,2.4861831665039102,2.6508484146532396,1.5388098570535207,1.205902934074402,2.0,0.712497646894899,0.004884231058743237,0.009507401589594294,0.023884039910281367,2.77075386047363,0.7051287066997549,1
JET,61133,HGELM,2.93882179260254,0.913906097412109,0.3109770383874753,2.50443458557129,2.25799394985297,9.632659912109379,13.2416651546955,1.5708767542711213,1.408394336700439,1.97210890984975,0.433620767219477,0.0042055089984687904,0.024649560683250964,0.13211026350104388,2.96702194213867,0.49648022176766005,1
JET,61134,HGELM,2.93596076965332,0.914868354797363,0.311607826730393,2.5038089752197297,2.26334412836056,10.3975677490234,12.8316440582275,1.568792021914144,1.405553340911865,1.9670905508352,0.438615351798218,0.003990804784657659,0.02407127834079769,0.17264560588148734,2.96759986877441,0.5046729956990517,1
JET,61135,HGELM,2.93708229064941,0.912647724151611,0.31073277281237427,2.50693511962891,2.26629165835973,8.17520904541016,13.8096690177917,1.5739718479154352,1.396181702613831,1.98610187506688,0.341091054818161,0.004135129244070697,0.020027901183169453,0.12092035805978377,2.93192291259766,0.38921055459427994,1
JET,61138,HGELM,2.93295669555664,0.917701244354248,0.3128928721465761,2.50634765625,2.25465364820766,8.89218139648437,13.9568258523941,1.5667058180958398,1.40622889995575,1.9949110729588,0.381851333578785,0.004217783443696375,0.02281442552357907,0.12132858039673201,2.9647216796875,0.4315693636656396,1
JET,61139,HGELM,2.93505668640137,0.913984775543213,0.31140276771411746,2.49788665771484,2.25453315700718,7.893070220947269,14.1748336553574,1.5720069331384283,1.3963146209716801,2.00926612832055,0.328872147079509,0.004223854518891671,0.020001284994442002,0.1110630645319348,2.92840003967285,0.36901690102477397,1
JET,61140,HGELM,2.93644332885742,0.91569709777832,0.31183884557875013,2.5017395019531303,2.25297055877657,9.22450256347656,14.152471289038699,1.5654702794885935,1.4029572010040279,2.00427875331747,0.378478132999493,0.0041832166881744385,0.023070807723648966,0.13298090790656855,2.94602584838867,0.42543986926828253,1
JET,61165,HSELM,2.9007396697998,0.955183029174805,0.32928947024078475,2.7906951904296897,2.82404408665571,3.7062187194824197,10.0437368154526,1.5444570767246573,1.242988228797913,1.96404730407131,0.340996043065484,0.0038821816228798425,0.00886456776513643,0.026307218951301368,3.28991889953613,0.4903078744569342,1
JET,61169,HGELM,2.91851615905762,0.945939540863037,0.3241166021737834,1.9936704635620102,1.66896189441118,5.78049087524414,7.56791079044342,1.5788994672426457,1.229254066944122,1.99109412472075,0.426489977464477,0.005127743026675026,0.023334890219959097,0.1002907314963932,2.7778491973877,0.3574896394394835,1
JET,61170,HGELM,2.92277908325195,0.944357395172119,0.3231025569409118,1.9966125488281299,1.66564009663412,6.38606262207031,7.6452220231294605,1.583234952959501,1.23224276304245,1.98054971115211,0.448896196374661,0.005041135352864693,0.024964937402623386,0.11916543051808472,2.77479934692383,0.37752120014863616,1
JET,61171,HGELM,2.92316627502441,0.942588329315186,0.3224545717322614,1.9943876266479499,1.63206063496807,6.24767303466797,7.70203626155853,1.584757130690354,1.229929447174072,1.99278922951584,0.430833262512473,0.005145419716751561,0.025193947691383733,0.11662441945540421,2.7092170715332,0.3528451466752986,1
JET,61173,HGELM,2.9202880859375,0.943178653717041,0.32297452373239144,2.35434150695801,1.95735826923881,5.30112075805664,11.991452664136899,1.5837983358741385,1.228802502155304,2.0101258630959,0.367392527793752,0.005388262697300292,0.02326930770456062,0.040938565572334294,2.75234222412109,0.3577481467882301,1
JET,61174,HGELM,2.91632270812988,0.946449279785156,0.32453516791770814,2.3470001220703103,1.96068761596685,5.3857307434082005,11.7484418135381,1.580514824666665,1.228553414344788,2.04259861768599,0.382203276730942,0.005402535034712931,0.0235507664672332,0.04172800154338421,2.78496551513672,0.3668764019419854,1
JET,61206,HGELM,2.92194747924805,0.944185256958008,0.3231356017394912,2.0003719329834,1.66566974467702,4.98337173461914,8.67474439367652,1.5795588407840877,1.231487274169922,2.12508406428669,0.406298861085257,0.005979421474644599,0.02553486120932111,0.053869123606941495,2.7679615020752,0.31846256417795243,1
JET,61371,HGELM,2.91592216491699,0.924093723297119,0.3169130282060962,2.5167484283447297,2.70228274385573,9.288818359375,16.772079467773402,1.5553696095207694,1.418246865272522,2.01375706962478,0.362865973518023,0.00367339181087297,0.018158229819609,0.12470940698799114,3.62710189819336,0.4869338379295528,1
JET,61372,HGELM,2.92076873779297,0.924122333526611,0.31639695453085015,2.5138187408447297,2.69602231794186,10.0416717529297,17.0112249851227,1.557517228009706,1.426643013954163,2.0116573746345,0.36668617852424,0.003579405529828686,0.01865891202633535,0.15101700357785539,3.64262580871582,0.4914326532179879,1
JET,61373,HGELM,2.91964149475098,0.922007083892822,0.3157946225762424,2.52087593078613,2.6996195940115,7.29548645019531,17.8248938024044,1.5661081788353755,1.420835614204407,2.00072862710883,0.318989107877745,0.003993689176468483,0.016890273244392982,0.07046198689700012,3.63885307312012,0.43041781590710765,1
JET,61374,HGELM,2.92000198364258,0.921472549438476,0.3155725765257795,2.51536750793457,2.69845105106596,7.803298950195308,17.2631483078003,1.5624967573053086,1.414643287658691,2.03483085165158,0.328050151959404,0.0038981666050484946,0.016903984959364945,0.08617632822643875,3.60900688171387,0.43503727921104735,1
JET,61389,HGELM,2.9330747127533,0.899081230163574,0.3065319905607176,1.40807437896729,1.69514100356139,3.39046669006348,9.46520389200592,1.6148273413505325,1.448337450623512,2.014019238241,0.229537030051495,0.005827851198195642,0.015789348363723497,0.06000102598609899,4.20451688766479,0.19319459520943874,1
JET,61389,HGELM,2.93857574462891,0.890995860099792,0.30320670199784455,1.41824626922607,1.69472853192788,4.01739883422851,13.0282821510086,1.6430655133111398,1.475650921463966,2.0,0.19450281313222,0.005843649344545116,0.01860322289002414,0.07256813012282289,4.30758810043335,0.164814733477705,1
JET,61389,HGELM,2.95358657836914,0.887238502502441,0.3003935990907505,1.40666580200195,1.68501593123801,3.66790390014648,12.6388374119997,1.6397792847664323,1.468501091003418,2.0,0.188522421844514,0.005986134092023908,0.017673198831474536,0.06299298371823513,4.24746704101563,0.15883164210178935,1
JET,61392,HGELM,2.96715116500854,0.881626665592194,0.2971290023876005,1.40684032440186,1.67512611756531,4.32126235961914,9.409311556480409,1.530656904609517,1.393359750509262,1.99886352139573,0.233676496478071,0.005589499736071102,0.01793479328292351,0.09537246720533366,3.5183093547821,0.1958300795035016,1
JET,61392,HGELM,2.97095084190369,0.874982416629791,0.2945125864381958,1.41299533843994,1.67462215727685,3.4449844360351602,12.728546567058698,1.5429308685436915,1.445755124092102,2.064810604535,0.179175350063914,0.006525166932654087,0.018579863332541486,0.04514569496753507,3.55096411705017,0.1453164811319044,1
JET,61394,HGELM,2.9105064868927,0.940658569335938,0.323194115378935,1.41889095306396,1.70940010971899,2.50399017333984,8.55860207094574,1.5163474131745338,1.211516439914703,1.99867444175946,0.214655999150044,0.005773802019735487,0.012625016032054657,0.03473464317498341,3.77124762535095,0.1835881726570279,1
JET,61427,HGELM,2.91610145568848,0.952720642089844,0.32671038939038227,2.9963836669921897,2.54054064519252,8.114944458007809,16.26484811306,1.5742218658058704,1.223848760128021,2.00331938021684,0.410967771849644,0.004085187637759971,0.020962549227732157,0.06481667562571622,2.82618141174316,0.5211751748416746,1
JET,61430,HGELM,2.90907287597656,0.957516193389893,0.3291482318291734,2.9941654205322297,2.5454522709272,10.0022888183594,15.2184810638428,1.5625598076041067,1.217720866203308,2.00263343867953,0.392585679731792,0.003457809453928105,0.018704489744349042,0.1503899694551388,2.81661033630371,0.4989970159819657,1
JET,61431,HSELM,2.92757606506348,0.924500465393066,0.3157904166609654,2.51150703430176,2.7057693793639,8.46173858642578,16.609852552413898,1.5560860707232922,1.415862321853638,1.98597574613841,0.334657515066863,0.003634159102759365,0.016430900810936084,0.11570184299729028,3.60579299926758,0.45595020916173,1
JET,61432,HGELM,2.93253517150879,0.917405605316162,0.3128370340547891,2.51500701904297,2.69981144629602,7.43480682373047,17.1608728580177,1.5699180143680933,1.41844642162323,1.99494621072933,0.333936044714351,0.003991352771303557,0.017070847147627417,0.07364163234460834,3.58486747741699,0.4519241426168691,1
JET,61433,HSELM,2.92511558532715,0.925269603729248,0.31631898868220765,2.50908088684082,2.70665954617981,7.9783935546875,17.6419682204723,1.55640212900658,1.415398597717285,1.95846926966484,0.303782528260195,0.0036426798375547072,0.015809963105970118,0.10468418726922614,3.61411666870117,0.4198359876327326,1
JET,61471,HGELM,2.92752075195313,0.921484470367432,0.3147661616925013,2.51254653930664,2.7052670204005,7.06951904296875,16.3548353910446,1.5628840738268062,1.4207345247268681,1.97979276609198,0.34794460170172,0.004030649352606692,0.016828669503171474,0.0645041628065297,3.61185836791992,0.47544524458895776,1
JET,61474,HGELM,2.92879676818848,0.923845291137695,0.3154350964779,2.51260757446289,2.70353322266601,9.17654418945313,17.2037055492401,1.5557135371675537,1.418739318847656,1.99220033151796,0.329999559378247,0.003541852603903471,0.01684842027899655,0.14063839429092576,3.59968948364258,0.44782884438356113,1
JET,61475,HGELM,2.92801666259766,0.924910545349121,0.3158829514749293,2.5077075958251998,2.7053622248105,9.437538146972658,16.2440050840378,1.5529356744483056,1.41527259349823,1.98944357044927,0.339683225869478,0.0034352383696836905,0.01636039863165586,0.1619721567214811,3.59545135498047,0.4619212031540716,1
JET,61477,HGELM,2.90840911865234,0.955277919769287,0.32845376313904934,3.00010871887207,2.54553042803067,8.679092407226557,15.2726931283308,1.5671232469537708,1.220020055770874,2.0222581106287,0.436427440190247,0.00394952107408338,0.020870826366667854,0.07886140762859538,2.82063484191895,0.5493558526445612,1
JET,61478,HGELM,2.90914154052734,0.958330154418945,0.3294202571681089,2.98832893371582,2.54360675256421,9.058883666992191,16.1255407333374,1.5629725722503236,1.216870903968811,1.9919752998352,0.352966201745467,0.0035309256473431984,0.017789008976798238,0.12411947292830722,2.82084274291992,0.4507120215099999,1
JET,61479,HGELM,2.9335994720459,0.918253898620605,0.3130127024396457,2.5166873931884797,2.69916297964112,7.36326217651367,16.9612739086151,1.5661339687112563,1.421731948852539,1.9818768823603,0.356855016269354,0.004105712903847194,0.01804055432261543,0.0639657424524191,3.59170341491699,0.48600892294900944,1
JET,61520,HGELM,2.90228652954102,0.969712257385254,0.3341200972112869,1.3821058273315399,2.34970233314976,3.31954956054688,13.7174845090262,1.5337221580477243,1.256543517112732,2.01447015818979,0.144937788081464,0.0036051899806970955,0.0068804044552991835,0.11014118260394959,6.04321670532227,0.1690571872867109,1
JET,61530,HGELM,2.9210090637207,0.946912288665771,0.32417300597473003,2.0014915466308603,1.66714904175781,5.95999908447266,7.51340556144714,1.5799285003706993,1.230849921703339,1.99015720262142,0.450333925005685,0.005160849070334926,0.024432854040191736,0.1004491538329402,2.77425003051758,0.37724345119840164,1
JET,61553,HGELM,2.91709327697754,0.927888870239258,0.3180868015302763,2.50334739685059,2.71638304508247,9.25565338134766,16.289615869522102,1.5459779828970244,1.405462622642517,1.981671755315,0.31475359442366,0.0033160679735876057,0.015106634112669085,0.1758368567229687,3.59269332885742,0.4314495198198391,1
JET,61554,HGELM,2.92239570617676,0.927640914916992,0.31742481449597504,2.50450706481934,2.71078790505275,8.37186431884766,15.6170033216476,1.5499700198595197,1.407762408256531,1.96907087462186,0.307188824804837,0.0033608252627185774,0.014117768572074923,0.15062213703331495,3.5874137878418,0.42290186787117884,1
JET,62090,HSELM,2.95784950256348,0.865345001220703,0.2925588338658658,1.14689254760742,2.89271898708057,1.9500160217285203,5.34322014451027,1.3229764493172949,1.256661623716354,2.0,0.189610801279455,0.0035636828601592666,0.0031676590288097837,0.05703593453910887,5.12762832641602,0.2742453825083202,1
JET,62091,HSELM,2.96262359619141,0.860270977020264,0.29037471318536123,1.14708805084229,2.90886924857784,1.8203573226928695,6.24894072115421,1.3356741216814858,1.2639240026474,2.0,0.170059702441053,0.0037645328651455595,0.003261166304943059,0.04343392015792217,5.22170257568359,0.24734071942653843,1
JET,62093,HSELM,2.96418571472168,0.865672588348389,0.2920439782328789,2.24331283569336,3.39443663063908,3.83553504943848,16.2981649637222,1.3455695779840313,1.260047554969788,2.0,0.216116638670125,0.00414554303148839,0.008437615192376211,0.019752772723880017,3.1635684967041,0.36679711739623133,1
JET,62094,HGELM,2.96648025512695,0.866519927978516,0.29210372342135593,2.23588180541992,3.39011533540369,3.2053298950195295,13.497511625289901,1.3448671258579457,1.261564016342163,2.0,0.245814405136798,0.004388042148502025,0.007915803366884923,0.013207124515588437,3.16796493530273,0.41666959225869726,1
JET,62096,HSELM,2.96768760681152,0.864129066467285,0.29117925501454794,2.2362232208251998,3.3893372872565,3.6161231994628893,11.954078435897799,1.3465150860417354,1.263314485549927,2.09456127073816,0.294366675072968,0.004382531366831977,0.008458843910495003,0.016623305868214675,3.15559387207031,0.47633266302060445,1
JET,62096,HGELM,2.97259140014648,0.866531372070313,0.291507057454184,2.24111557006836,3.38320091062269,3.8864688873291,11.4170234203339,1.349742159236691,1.267752349376678,2.10267774744834,0.312147416257854,0.00423817673865502,0.008516531426903699,0.020553213012302837,3.1694278717041,0.5022440667447248,1
JET,62097,HGELM,2.96596336364746,0.865077972412109,0.29166846192876095,2.24474334716797,3.39180066610119,3.9148406982421897,12.322904586792,1.3501389724372648,1.261472761631012,2.05837264116548,0.290755774458811,0.004202073205816976,0.008585812454136445,0.020399432474986975,3.16391754150391,0.479109374930173,1
JET,62097,HGELM,2.9697208404541,0.863399505615234,0.29073423126303405,2.23749923706055,3.38750914746347,3.96528816223145,11.5857657641172,1.3464665505328195,1.2648589611053471,2.07058540664112,0.298615295431045,0.004137161070026178,0.008347638302119943,0.02254286317381777,3.13446426391602,0.4885391549658973,1
JET,62098,HSELM,2.96459770202637,0.868610382080078,0.2929943518091386,2.2402400970458998,3.39325266695104,3.44130516052246,9.05114656686783,1.348348426449444,1.257910490036011,2.02973187585243,0.329701952984133,0.00401965064545317,0.007060975958710058,0.020502258260465103,3.17230796813965,0.5511871023814549,1
JET,62098,HGELM,2.96251487731934,0.867359161376953,0.29277799345999955,2.23489761352539,3.39563832602267,3.50974082946777,9.621519804000851,1.3512851572359152,1.255948662757874,2.06177777867152,0.302173916272505,0.003969961785948948,0.0068953664978008795,0.022822714844458143,3.18195152282715,0.497664366079462,1
JET,62128,HGELM,2.90331268310547,0.95482349395752,0.3288738066394599,3.43031692504883,2.72871633429074,8.07563781738281,19.215817928314202,1.59335631053736,1.225523114204407,2.01304079233171,0.423724844460711,0.004188420659954398,0.021919195249671064,0.04145992580846409,2.72032737731934,0.5743673494989077,1
JET,62129,HGELM,2.89994812011719,0.958107471466064,0.3303877972228503,3.69124984741211,2.9346423328475,8.07783508300781,19.1673724651337,1.5884117864963037,1.222258269786835,2.03266967140504,0.430554982647229,0.003922539067380427,0.019175414150554126,0.04037880877584152,2.71173477172852,0.6216085655578234,1
JET,62130,HGELM,2.90064239501953,0.954968452453613,0.3292265375743373,3.98471832275391,3.17692598233003,7.6360397338867205,16.9663462638855,1.5965458849675178,1.220219135284424,2.0477451145423,0.464367578264634,0.00366954424232516,0.01564401254196991,0.03756193817781506,2.70415687561035,0.7204321545019685,1
JET,62131,HSELM,2.88873100280762,0.964849948883057,0.33400477508819565,3.98975944519043,3.18901333551663,4.394302368164061,8.91739106178284,1.5750504011877051,1.211237490177155,2.04515175086684,0.681502253235153,0.004175348617245263,0.011913051196550716,0.012012531937301544,2.70744323730469,1.0626691994031106,1
JET,62208,HGELM,2.93234825134277,0.916070938110352,0.3124018225634927,2.50860786437988,2.27017181661187,7.015823364257809,14.6950367987156,1.5683575632521916,1.40350341796875,1.98465038095309,0.34912216985044,0.004624643062874711,0.02167518693586093,0.06460642471930321,2.96569633483887,0.3993485795559801,1
JET,62209,HGELM,2.93588638305664,0.915714740753174,0.31190401169400694,2.5125885009765603,2.31512864057171,6.41749572753906,14.0539629459381,1.569874337035364,1.407680630683899,1.97166320913254,0.373858051133158,0.004776696195946791,0.021274632924866158,0.048441903722960665,3.02856636047363,0.43898444606444653,1
